"periodo","estu_tipodocumento","estu_consecutivo","cole_area_ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_cod_dane_establecimiento","cole_cod_dane_sede","cole_cod_depto_ubicacion","cole_cod_mcpio_ubicacion","cole_codigo_icfes","cole_depto_ubicacion","cole_genero","cole_jornada","cole_mcpio_ubicacion","cole_naturaleza","cole_nombre_establecimiento","cole_nombre_sede","cole_sede_principal","estu_cod_depto_presentacion","estu_cod_mcpio_presentacion","estu_cod_reside_depto","estu_cod_reside_mcpio","estu_depto_presentacion","estu_depto_reside","estu_estadoinvestigacion","estu_estudiante","estu_fechanacimiento","estu_genero","estu_mcpio_presentacion","estu_mcpio_reside","estu_nacionalidad","estu_pais_reside","estu_privado_libertad","fami_cuartoshogar","fami_educacionmadre","fami_educacionpadre","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","desemp_ingles","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"20162","TI","SB11201620289940","RURAL","N","A","ACADÉMICO","219137000751","219137000751","19","19137","034397","CAUCA","MIXTO","MAÑANA","CALDONO","OFICIAL","I.E. GUILLERMO LEON VALENCIA","I.E. GUILLERMO LEON VALENCIA - SEDE PRINCIPAL","S","19","19548","19","19137","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","25/07/1999","M","PIENDAMÓ - TUNÍA","CALDONO","COLOMBIA","COLOMBIA","N","Seis","Primaria completa","Secundaria (Bachillerato) completa","Estrato 1","Once","No","No","No","No","A1","58","69","56","65","58","309"
"20112","TI","SB11201120531493","RURAL","","A","TÉCNICO","219824001024","219824001024","19","19824","137505","CAUCA","MIXTO","MAÑANA","TOTORÓ","OFICIAL","INST EDUC AGROP PUEBLO TOTORO","COLEGIO BASICO PUEBLO DE TOTORO (ANTC.D. BETANIA)","S","19","19001","19","19824","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","08/06/1994","F","POPAYÁN","TOTORÓ","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Cuatro","No","No","No","No","A-","34","49","","","",""
"20132","CC","SB11201320129762","URBANO","","A","ACADÉMICO","319212001542","319212001542","19","19212","124610","CAUCA","MIXTO","SABATINA","CORINTO","NO OFICIAL","INTITUTO DE EDUCACION DE ADULTOS CORINTO","INTITUTO DE EDUCACION DE ADULTOS CORINTO - SEDE PRINCIPAL","S","19","19212","19","19212","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/05/1991","F","CORINTO","CORINTO","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A-","43","34","","","",""
"20112","CC","SB11201120432867","URBANO","S","A","TÉCNICO","119364000267","119364000267","19","19364","048611","CAUCA","MIXTO","COMPLETA","JAMBALÓ","OFICIAL","I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO","I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO","S","19","19743","19","19364","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","14/01/1987","F","SILVIA","JAMBALÓ","COLOMBIA","COLOMBIA","N","Cinco","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","39","28","","","",""
"20132","TI","SB11201320394177","URBANO","N","A","TÉCNICO","319418000011","319418000011","19","19418","032094","CAUCA","MIXTO","COMPLETA","LÓPEZ DE MICAY","OFICIAL","I.E. PABLO VI","PABLO VI (SEDE PRINCIPAL)","S","19","19418","19","19418","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","03/03/1997","M","LÓPEZ DE MICAY","LÓPEZ DE MICAY","COLOMBIA","COLOMBIA","N","Tres","No sabe","No sabe","Estrato 1","Cuatro","No","No","No","No","A-","35","41","","","",""
"20194","TI","SB11201940026138","URBANO","","A","ACADÉMICO","119001002845","119001002845","19","19001","227975","CAUCA","MIXTO","TARDE","POPAYÁN","OFICIAL","INSTITUCION EDUCATIVA EL MIRADOR","SEDE EL MIRADOR","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","08/02/2003","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cuatro","Primaria incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","5 a 6","No","Si","No","Si","A-","40","46","60","46","57","257"
"20194","TI","SB11201940026138","URBANO","","A","ACADÉMICO","119001002845","119001002845","19","19001","227975","CAUCA","MIXTO","TARDE","POPAYÁN","OFICIAL","INSTITUCION EDUCATIVA EL MIRADOR","SEDE EL MIRADOR","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","08/02/2003","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cuatro","Primaria incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","5 a 6","No","Si","No","Si","A-","40","46","60","46","57","257"
"20194","TI","SB11201940282489","URBANO","N","A","ACADÉMICO","119532000529","119532000529","19","19532","053256","CAUCA","MIXTO","MAÑANA","PATÍA","OFICIAL","I.E. BACHILLERATO PATIA","PATIA (sede principal)","S","19","19532","19","19532","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/10/2002","F","PATÍA","PATÍA","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Estrato 1","3 a 4","No","Si","Si","Si","A1","55","66","54","58","63","299"
"20194","TI","SB11201940282489","URBANO","N","A","ACADÉMICO","119532000529","119532000529","19","19532","053256","CAUCA","MIXTO","MAÑANA","PATÍA","OFICIAL","I.E. BACHILLERATO PATIA","PATIA (sede principal)","S","19","19532","19","19532","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/10/2002","F","PATÍA","PATÍA","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Estrato 1","3 a 4","No","Si","Si","Si","A1","55","66","54","58","63","299"
"20112","TI","SB11201120429711","URBANO","N","A","ACADÉMICO","119532000529","119532000529","19","19532","053256","CAUCA","MIXTO","MAÑANA","PATÍA","OFICIAL","I.E. BACHILLERATO PATIA","PATIA (sede principal)","S","19","19532","19","19532","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","11/05/1994","M","PATÍA","PATÍA","COLOMBIA","COLOMBIA","N","Dos","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","39","46","","","",""
"20112","TI","SB11201120425017","URBANO","","A","ACADÉMICO","319001004677","319001004677","19","19001","131599","CAUCA","MIXTO","TARDE","POPAYÁN","NO OFICIAL","COLEGIO INSTITUTO  BOLIVARIANO","COLEGIO INSTITUTO  BOLIVARIANO - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","28/08/1993","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 1","Cinco","No","No","No","Si","A1","43","45","","","",""
"20122","TI","SB11201220556419","URBANO","N","A","ACADÉMICO","219142000671","219142000671","19","19300","036970","CAUCA","MIXTO","MAÑANA","GUACHENÉ","OFICIAL","I.E. JORGE ELIÉCER GAITÁN","JORGE ELIECER GAITAN (SEDE PRINCIPAL)","S","19","19142","19","19300","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/04/1995","F","CALOTO","GUACHENÉ","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Cinco","No","No","No","No","A1","43","46","","","",""
"20162","TI","SB11201620347824","URBANO","N","A","TÉCNICO","119001001113","119001001113","19","19001","048488","CAUCA","MASCULINO","COMPLETA","POPAYAN","OFICIAL","DON BOSCO","SEDE DON BOSCO","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/08/2000","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 1","Cuatro","No","Si","Si","Si","A-","46","44","51","51","50","244"
"20194","TI","SB11201940117446","RURAL","","A","TÉCNICO","219548000574","219548000574","19","19548","127563","CAUCA","MIXTO","MAÑANA","PIENDAMÓ - TUNÍA","OFICIAL","INSTITUCION EDUCATIVA AGROINDUSTRIAL LA MARIA","COLEGIO AGROINDUSTRIAL  INTEGRADO LA MARIA","S","19","19548","19","19548","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","24/03/2000","M","PIENDAMÓ - TUNÍA","PIENDAMÓ - TUNÍA","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","No Aplica","Estrato 1","1 a 2","No","No","Si","Si","A1","48","56","49","54","47","256"
"20194","TI","SB11201940117446","RURAL","","A","TÉCNICO","219548000574","219548000574","19","19548","127563","CAUCA","MIXTO","MAÑANA","PIENDAMÓ - TUNÍA","OFICIAL","INSTITUCION EDUCATIVA AGROINDUSTRIAL LA MARIA","COLEGIO AGROINDUSTRIAL  INTEGRADO LA MARIA","S","19","19548","19","19548","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","24/03/2000","M","PIENDAMÓ - TUNÍA","PIENDAMÓ - TUNÍA","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","No Aplica","Estrato 1","1 a 2","No","No","Si","Si","A1","48","56","49","54","47","256"
"20171","TI","SB11201710012678","URBANO","N","B","ACADÉMICO","319001000329","319001000329","19","19001","039180","CAUCA","FEMENINO","COMPLETA","POPAYÁN","NO OFICIAL","COL NUESTRA SEÑORA DE BETHLEM","COL NUESTRA SEÑORA DE BETHLEM","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","21/10/2000","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Técnica o tecnológica completa","Educación profesional completa","Estrato 2","3 a 4","No","Si","Si","Si","B1","74","64","62","67","59","319"
"20132","TI","SB11201320358520","URBANO","N","A","TÉCNICO","119698001205","119698001205","19","19698","039198","CAUCA","MIXTO","MAÑANA","SANTANDER DE QUILICHAO","OFICIAL","INSTITUCION EDUCATIVA ANA JOSEFA MORALES DUQUE","ANA JOSEFA MORALES DUQUE (sede principal)","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","13/06/1995","M","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","No sabe","Estrato 1","Cinco","No","No","No","No","A-","40","40","","","",""
"20172","CC","SB11201720533773","RURAL","","A","TÉCNICO","219548000574","219548000574","19","19548","127563","CAUCA","MIXTO","MAÑANA","PIENDAMO","OFICIAL","INSTITUCION EDUCATIVA AGROINDUSTRIAL LA MARIA","COLEGIO AGROINDUSTRIAL  INTEGRADO LA MARIA","S","19","19548","19","19548","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","16/10/1996","M","PIENDAMÓ - TUNÍA","PIENDAMÓ - TUNÍA","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Primaria completa","Estrato 2","9 o más","Si","Si","","No","A-","41","28","35","36","35","170"
"20132","TI","SB11201320373722","URBANO","","A","ACADÉMICO","319001004677","319001004677","19","19001","131599","CAUCA","MIXTO","TARDE","POPAYÁN","NO OFICIAL","COLEGIO INSTITUTO  BOLIVARIANO","COLEGIO INSTITUTO  BOLIVARIANO - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","26/07/1998","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","Tres","No","Si","No","Si","A-","37","34","","","",""
"20122","TI","SB11201220424470","URBANO","N","A","TÉCNICO/ACADÉMICO","119001001199","119001001199","19","19001","007096","CAUCA","MIXTO","MAÑANA","POPAYÁN","OFICIAL","INSTITUCIÓN EDUCATIVA INEM FCO JOSE DE CALDAS","SEDE INEM","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","24/11/1995","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 2","Cuatro","No","Si","Si","No","A2","57","61","","","",""
"20132","CC","SB11201320341190","URBANO","","A","ACADÉMICO","319212001542","319212001542","19","19212","124610","CAUCA","MIXTO","SABATINA","CORINTO","NO OFICIAL","INTITUTO DE EDUCACION DE ADULTOS CORINTO","INTITUTO DE EDUCACION DE ADULTOS CORINTO - SEDE PRINCIPAL","S","19","19212","19","19212","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","06/06/1992","F","CORINTO","CORINTO","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Cuatro","No","No","No","No","A1","43","34","","","",""
"20152","TI","SB11201520433191","URBANO","N","A","ACADÉMICO","119573000223","119573000223","19","19573","007443","CAUCA","MIXTO","MAÑANA","PUERTO TEJADA","OFICIAL","I.E. JOSE HILARIO LOPEZ","I.E. JOSE HILARIO LOPEZ - SEDE PRINCIPAL","S","19","19573","19","19573","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","03/08/1999","F","PUERTO TEJADA","PUERTO TEJADA","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","Cuatro","No","No","No","No","A1","52","47","47","52","63","261"
"20181","TI","SB11201810025864","URBANO","N","B","ACADÉMICO","319001000051","319001000051","19","19001","118802","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","COL TECNICO COMFACAUCA","COLTECNICO COMFACAUCA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/04/2001","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","5 a 6","Si","Si","Si","Si","A2","64","59","51","60","59","289"
"20181","TI","SB11201810025864","URBANO","N","B","ACADÉMICO","319001000051","319001000051","19","19001","118802","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","COL TECNICO COMFACAUCA","COLTECNICO COMFACAUCA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/04/2001","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","5 a 6","Si","Si","Si","Si","A2","64","59","51","60","59","289"
"20122","TI","SB11201220433228","URBANO","N","A","ACADÉMICO","119698002678","119698002678","19","19698","103044","CAUCA","MIXTO","MAÑANA","SANTANDER DE QUILICHAO","OFICIAL","I.E. FRANCISCO JOSE DE CALDAS","FRANCISCO JOSE DE CALDAS (sede principal)","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","26/06/1995","F","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","Cuatro","No","Si","Si","Si","A1","43","45","","","",""
"20172","TI","SB11201720533911","URBANO","N","A","TÉCNICO","319001001376","319001001376","19","19001","006999","CAUCA","FEMENINO","MAÑANA","POPAYAN","NO OFICIAL","CENT DEL INMACUALDO CORAZON DE MARIA","CENT DEL INMACUALDO CORAZON DE MARIA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","25/12/1999","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 5","3 a 4","Si","Si","Si","Si","A1","54","54","43","41","58","247"
"20102","TI","SB11201020499593","RURAL","","A","TÉCNICO","219824001024","219824001024","19","19824","137505","CAUCA","MIXTO","MAÑANA","TOTORÓ","OFICIAL","INST EDUC AGROP PUEBLO TOTORO","COLEGIO BASICO PUEBLO DE TOTORO (ANTC.D. BETANIA)","S","19","19001","19","19824","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","25/08/1993","M","POPAYÁN","TOTORÓ","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A-","44.93","50.82","","","",""
"20162","CC","SB11201620284792","URBANO","N","A","ACADÉMICO","119001001946","119001001946","19","19001","117564","CAUCA","FEMENINO","TARDE","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA LA MILAGROSA","SEDE LA MILAGROSA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/06/1997","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 2","Cuatro","No","Si","No","No","A1","52","39","46","52","58","245"
"20102","CC","SB11201020547144","RURAL","N","A","TÉCNICO","219698002656","219698002656","19","19698","095554","CAUCA","MIXTO","COMPLETA","SANTANDER DE QUILICHAO","OFICIAL","INSTITUCION EDUCATIVA AGROPECUARIA BENJAMIN DINDICUE","INSTITUTO TECNICO AGROINDUSTRIAL SANTA LUCIA","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","10/06/1990","F","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A-","0","35.39","","","",""
"20211","TI","SB11202110009924","URBANO","N","B","ACADÉMICO","319001000396","319001000396","19","19001","007088","CAUCA","FEMENINO","MAÑANA","POPAYÁN","NO OFICIAL","COL SAN JOSE DE TARBES","COL SAN JOSE DE TARBES","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/02/2004","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","No sabe","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","B1","78","76","70","71","71","362"
"20132","TI","SB11201320430377","URBANO","N","A","ACADÉMICO","119001002187","119001002187","19","19001","084616","CAUCA","MIXTO","NOCHE","POPAYÁN","OFICIAL","INSTITUCION EDUCATIVA LOS COMUNEROS","SEDE LOS COMUNEROS","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/06/1996","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cuatro","No sabe","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A-","40","38","","","",""
"20102","TI","SB11201020434852","RURAL","N","A","TÉCNICO","219355001158","219355001158","19","19355","065631","CAUCA","MIXTO","COMPLETA","INZÁ","OFICIAL","INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR","LUIS NELSON CUELLAR (sede principal)","S","19","19355","19","19355","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","02/03/1993","F","INZÁ","INZÁ","COLOMBIA","COLOMBIA","N","Uno","Primaria incompleta","Primaria completa","Estrato 1","Siete","No","No","No","No","A-","43.11","45.38","","","",""
"20172","TI","SB11201720154400","URBANO","N","A","TÉCNICO/ACADÉMICO","119001001199","119001001199","19","19001","007096","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCIÓN EDUCATIVA INEM FCO JOSE DE CALDAS","SEDE INEM","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","20/01/2001","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Estrato 1","5 a 6","No","No","Si","Si","A1","53","61","58","63","57","296"
"20194","TI","SB11201940149761","URBANO","N","A","TÉCNICO","219585000410","219585000410","19","19585","103010","CAUCA","MIXTO","MAÑANA","PURACÉ","OFICIAL","I.E. COLONIA ESCOLAR COCONUCO","I.E. COLONIA ESCOLAR DE COCONUCO - SEDE PRINCIPAL","S","19","19001","19","19585","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/01/2002","F","POPAYÁN","PURACÉ","COLOMBIA","COLOMBIA","N","Cuatro","Primaria completa","Primaria incompleta","Estrato 1","3 a 4","Si","No","No","No","A-","46","48","58","51","56","263"
"20194","TI","SB11201940149761","URBANO","N","A","TÉCNICO","219585000410","219585000410","19","19585","103010","CAUCA","MIXTO","MAÑANA","PURACÉ","OFICIAL","I.E. COLONIA ESCOLAR COCONUCO","I.E. COLONIA ESCOLAR DE COCONUCO - SEDE PRINCIPAL","S","19","19001","19","19585","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/01/2002","F","POPAYÁN","PURACÉ","COLOMBIA","COLOMBIA","N","Cuatro","Primaria completa","Primaria incompleta","Estrato 1","3 a 4","Si","No","No","No","A-","46","48","58","51","56","263"
"20122","CC","SB11201220428637","RURAL","N","A","TÉCNICO/ACADÉMICO","219142000999","219142000999","19","19142","103028","CAUCA","MIXTO","MAÑANA","CALOTO","OFICIAL","I.E. ETNOEDUCATIVO DE TOEZ","I.E. ETNOEDUCATIVO DE TOEZ - SEDE PRINCIPAL","S","19","19142","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/08/1991","M","CALOTO","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Cuatro","No","No","No","No","A-","36","39","","","",""
"20102","TI","SB11201020437565","URBANO","N","A","TÉCNICO","119698001205","119698001205","19","19698","039198","CAUCA","MIXTO","MAÑANA","SANTANDER DE QUILICHAO","OFICIAL","INSTITUCION EDUCATIVA ANA JOSEFA MORALES DUQUE","ANA JOSEFA MORALES DUQUE (sede principal)","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/03/1993","M","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A-","40.14","63.5","","","",""
"20151","TI","SB11201510028375","URBANO","N","B","ACADÉMICO","319001000051","319001000051","19","19001","118802","CAUCA","MIXTO","MAÑANA","POPAYAN","NO OFICIAL","COL TECNICO COMFACAUCA","COLTECNICO COMFACAUCA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/10/1998","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Técnica o tecnológica completa","Educación profesional completa","Estrato 3","Tres","No","Si","Si","No","A1","50","59","58","66","54","293"
"20131","CC","SB11201310078879","URBANO","N","A","ACADÉMICO","319698002846","319698002846","19","19698","084806","CAUCA","MIXTO","SABATINA","SANTANDER DE QUILICHAO","NO OFICIAL","COLEGIO NUEVO MILENIO","COLEGIO NUEVO MILENIO","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","10/11/1993","F","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","Cinco","No","No","No","No","A-","38","38","","","",""
"20132","TI","SB11201320533985","URBANO","S","A","ACADÉMICO","119573000207","119573000207","19","19573","007427","CAUCA","MIXTO","MAÑANA","PUERTO TEJADA","OFICIAL","I.E. FIDELINA ECHEVERRY","FIDELINA ECHEVERRY (sede principal)","S","19","19573","19","19573","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/11/1996","F","PUERTO TEJADA","PUERTO TEJADA","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","Cuatro","No","No","No","No","A-","43","33","","","",""
"20102","CC","SB11201020431249","URBANO","N","A","ACADÉMICO","119807000133","119807000133","19","19807","024497","CAUCA","MIXTO","MAÑANA","TIMBÍO","OFICIAL","I.E. CARLOS ALBAN","CARLOS ALBAN (sede principal)","S","19","19001","19","19807","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/05/1991","M","POPAYÁN","TIMBÍO","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Cinco","No","No","No","No","A-","44.51","31.19","","","",""
"20142","TI","SB11201420411774","URBANO","N","A","ACADÉMICO","419450000753","419450000753","19","19290","050641","CAUCA","MIXTO","MAÑANA","FLORENCIA","OFICIAL","INST EDUC TORIBIO PAZ MONCAYO","COLEGIO BACHILLERATO JOSE TORIBIO PAZ MONCAYO","S","52","52693","19","19290","NARIÑO","CAUCA","PUBLICAR","ESTUDIANTE","22/05/1997","F","SAN PABLO","FLORENCIA","COLOMBIA","COLOMBIA","N","Cinco","Primaria incompleta","Primaria incompleta","Estrato 1","Ocho","No","No","No","No","A-","47","52","49","53","58","263"
"20102","CC","SB11201020568852","URBANO","N","A","ACADÉMICO","319698002846","319698002846","19","19698","084806","CAUCA","MIXTO","SABATINA","SANTANDER DE QUILICHAO","NO OFICIAL","COLEGIO NUEVO MILENIO","COLEGIO NUEVO MILENIO","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","26/03/1989","F","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Cinco","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 2","Siete","No","No","No","No","A-","44.51","50.82","","","",""
"20224","CC","SB11202240536781","RURAL","S","A","TÉCNICO","319821000412","319821000412","19","19821","055996","CAUCA","MIXTO","COMPLETA","TORIBÍO","OFICIAL","I.E. TECNICA EDUARDO SANTOS","I.E. TECNICA EDUARDO SANTOS - SEDE PRINCIPAL","S","19","19698","19","19821","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","10/10/2003","F","SANTANDER DE QUILICHAO","TORIBÍO","COLOMBIA","COLOMBIA","N","Cuatro","","","","7 a 8","Si","No","","No","A1","48","39","31","40","38","189"
"20142","TI","SB11201420566702","URBANO","N","A","ACADÉMICO","119573000673","119573000673","19","19573","103051","CAUCA","MIXTO","TARDE","PUERTO TEJADA","OFICIAL","I.E. SAN PEDRO CLAVER","I.E. SAN PEDRO CLAVER - SEDE PRINCIPAL","S","19","19573","19","19573","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","12/03/1996","F","PUERTO TEJADA","PUERTO TEJADA","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 1","Cinco","No","Si","No","Si","A1","50","36","42","44","40","206"
"20161","TI","SB11201610028504","URBANO","N","B","ACADÉMICO","319001000370","319001000370","19","19001","007070","CAUCA","MIXTO","MAÑANA","POPAYAN","NO OFICIAL","REAL COL SAN FRANCISCO DE ASIS","REAL COL SAN FRANCISCO DE ASIS","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","13/10/1998","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cuatro","Educación profesional completa","Postgrado","Estrato 2","Cinco","Si","Si","No","Si","A1","51","82","60","64","62","329"
